block_raw,block_matched,row_number,side,structure,variety_raw,variety_matched,variety_id,rootstock_raw,rootstock_matched,rootstock_id,planting_year,tree_count,length_m,area_m2
Stk Yd LIR,Stockyard Pink Lady,22,,PORTION,Lady In Red,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,JM7,JM.7,643d679b-90ae-4e9c-9d48-cd6d98fd0bf0,2022,47,47,141
Stk Yd LIR,Stockyard Pink Lady,22,,PORTION,Lady In Red,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,JM1,JM.7,643d679b-90ae-4e9c-9d48-cd6d98fd0bf0,2022,80,80,240
Stk Yd LIR,Stockyard Pink Lady,22,,PORTION,Lady In Red,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,CG202,CG.202,85936b05-8a9a-4a12-ac65-e555bfd5e555,2022,30,30,90
Stk Yd LIR,Stockyard Pink Lady,22,,PORTION,Lady In Red,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,G1,G.11,ce2f6820-418d-4b13-b5fd-f2a27e87c60c,2022,15,15,45
Stk Yd LIR,Stockyard Pink Lady,22,,PORTION,Lady In Red,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,NIC 29,NIC.29,43bc7311-cfcf-4f0f-a6b0-85309c18bb93,2022,25,25,75
Stk Yd LIR,Stockyard Pink Lady,22,,PORTION,Lady In Red,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2022,19,19,57
WB-G-GS,Wisharts Bravo,1,,PORTION,Bravo,Bravo,ea5e0d65-4796-4d1d-8081-338ca30e7fdf,104,MM.104,aaad9070-e35e-41e4-aa2d-5955c6db065a,2017,312,156,702
WB-G-GS,Wisharts Gala,1,,PORTION,Galaval,Royal Gala,e54d8970-cb51-4768-8395-f2c4eeabb057,104,MM.104,aaad9070-e35e-41e4-aa2d-5955c6db065a,2015,47,47,211.5
WB-G-GS,Wisharts Bravo,2,W,SIDE,Bravo,Bravo,ea5e0d65-4796-4d1d-8081-338ca30e7fdf,104,MM.104,aaad9070-e35e-41e4-aa2d-5955c6db065a,2017,156,156,351
WB-G-GS,Wisharts Gala,2,W,SIDE,Galaval,Royal Gala,e54d8970-cb51-4768-8395-f2c4eeabb057,104,MM.104,aaad9070-e35e-41e4-aa2d-5955c6db065a,2015,47,47,105.75
WB-G-GS,Wisharts Granny Smith,2,E,SIDE,G/S,Granny Smith,c12ba571-815f-4c41-afae-57d07475c392,104,MM.104,aaad9070-e35e-41e4-aa2d-5955c6db065a,2000,203,203,456.75
WB-G-GS,Wisharts Granny Smith,3,W,SIDE,G/S,Granny Smith,c12ba571-815f-4c41-afae-57d07475c392,104,MM.104,aaad9070-e35e-41e4-aa2d-5955c6db065a,2000,203,203,456.75
WB-G-GS,Wisharts Bravo,3,E,SIDE,Bravo,Bravo,ea5e0d65-4796-4d1d-8081-338ca30e7fdf,104,MM.104,aaad9070-e35e-41e4-aa2d-5955c6db065a,2017,156,156,351
WB-G-GS,Wisharts Gala,3,E,SIDE,Galaval,Royal Gala,e54d8970-cb51-4768-8395-f2c4eeabb057,104,MM.104,aaad9070-e35e-41e4-aa2d-5955c6db065a,2015,47,47,105.75
WB-G-GS,Wisharts Bravo,4,,PORTION,Bravo,Bravo,ea5e0d65-4796-4d1d-8081-338ca30e7fdf,104,MM.104,aaad9070-e35e-41e4-aa2d-5955c6db065a,2017,312,156,702
WB-G-GS,Wisharts Gala,4,,PORTION,Galaval,Royal Gala,e54d8970-cb51-4768-8395-f2c4eeabb057,104,MM.104,aaad9070-e35e-41e4-aa2d-5955c6db065a,2015,94,47,211.5
WB-G-GS,Wisharts Bravo,5,,PORTION,Bravo,Bravo,ea5e0d65-4796-4d1d-8081-338ca30e7fdf,104,MM.104,aaad9070-e35e-41e4-aa2d-5955c6db065a,2017,312,156,702
WB-G-GS,Wisharts Gala,5,,PORTION,Galaval,Royal Gala,e54d8970-cb51-4768-8395-f2c4eeabb057,104,MM.104,aaad9070-e35e-41e4-aa2d-5955c6db065a,2015,94,47,211.5
WB-G-GS,Wisharts Bravo,6,,PORTION,Bravo,Bravo,ea5e0d65-4796-4d1d-8081-338ca30e7fdf,104,MM.104,aaad9070-e35e-41e4-aa2d-5955c6db065a,2017,312,156,702
WB-G-GS,Wisharts Gala,6,,PORTION,Galaval,Royal Gala,e54d8970-cb51-4768-8395-f2c4eeabb057,104,MM.104,aaad9070-e35e-41e4-aa2d-5955c6db065a,2015,94,47,211.5
WB-G-GS,Wisharts Bravo,7,W,SIDE,Bravo,Bravo,ea5e0d65-4796-4d1d-8081-338ca30e7fdf,104,MM.104,aaad9070-e35e-41e4-aa2d-5955c6db065a,2017,156,156,351
WB-G-GS,Wisharts Gala,7,W,SIDE,Galaval,Royal Gala,e54d8970-cb51-4768-8395-f2c4eeabb057,104,MM.104,aaad9070-e35e-41e4-aa2d-5955c6db065a,2015,47,47,105.75
WB-G-GS,Wisharts Granny Smith,7,E,SIDE,G/S,Granny Smith,c12ba571-815f-4c41-afae-57d07475c392,104,MM.104,aaad9070-e35e-41e4-aa2d-5955c6db065a,1999,203,203,456.75
WB-G-GS,Wisharts Granny Smith,8,W,SIDE,G/S,Granny Smith,c12ba571-815f-4c41-afae-57d07475c392,104,MM.104,aaad9070-e35e-41e4-aa2d-5955c6db065a,1999,203,203,456.75
WB-G-GS,Wisharts Bravo,8,E,SIDE,Bravo,Bravo,ea5e0d65-4796-4d1d-8081-338ca30e7fdf,104,MM.104,aaad9070-e35e-41e4-aa2d-5955c6db065a,2017,156,156,351
WB-G-GS,Wisharts Gala,8,E,SIDE,Galaval,Royal Gala,e54d8970-cb51-4768-8395-f2c4eeabb057,104,MM.104,aaad9070-e35e-41e4-aa2d-5955c6db065a,2015,47,47,105.75
WB-G-GS,Wisharts Bravo,9,,PORTION,Bravo,Bravo,ea5e0d65-4796-4d1d-8081-338ca30e7fdf,104,MM.104,aaad9070-e35e-41e4-aa2d-5955c6db065a,2017,312,156,702
WB-G-GS,Wisharts Gala,9,,PORTION,Galaval,Royal Gala,e54d8970-cb51-4768-8395-f2c4eeabb057,104,MM.104,aaad9070-e35e-41e4-aa2d-5955c6db065a,2015,94,47,211.5
WB-G-GS,Wisharts Bravo,10,,PORTION,Bravo,Bravo,ea5e0d65-4796-4d1d-8081-338ca30e7fdf,104,MM.104,aaad9070-e35e-41e4-aa2d-5955c6db065a,2017,312,156,702
WB-G-GS,Wisharts Gala,10,,PORTION,Galaval,Royal Gala,e54d8970-cb51-4768-8395-f2c4eeabb057,104,MM.104,aaad9070-e35e-41e4-aa2d-5955c6db065a,2016,94,47,211.5
WB-G-GS,Wisharts Bravo,11,,PORTION,Bravo,Bravo,ea5e0d65-4796-4d1d-8081-338ca30e7fdf,104,MM.104,aaad9070-e35e-41e4-aa2d-5955c6db065a,2017,312,156,702
WB-G-GS,Wisharts Gala,11,,PORTION,Galaval,Royal Gala,e54d8970-cb51-4768-8395-f2c4eeabb057,104,MM.104,aaad9070-e35e-41e4-aa2d-5955c6db065a,2016,94,47,211.5
WB-G-GS,Wisharts Bravo,12,W,SIDE,Bravo,Bravo,ea5e0d65-4796-4d1d-8081-338ca30e7fdf,104,MM.104,aaad9070-e35e-41e4-aa2d-5955c6db065a,2017,156,156,351
WB-G-GS,Wisharts Gala,12,W,SIDE,Galaval,Royal Gala,e54d8970-cb51-4768-8395-f2c4eeabb057,104,MM.104,aaad9070-e35e-41e4-aa2d-5955c6db065a,2016,47,47,105.75
WB-G-GS,Wisharts Granny Smith,12,E,SIDE,G/S,Granny Smith,c12ba571-815f-4c41-afae-57d07475c392,104,MM.104,aaad9070-e35e-41e4-aa2d-5955c6db065a,1999,203,203,456.75
WB-G-GS,Wisharts Granny Smith,13,W,SIDE,G/S,Granny Smith,c12ba571-815f-4c41-afae-57d07475c392,104,MM.104,aaad9070-e35e-41e4-aa2d-5955c6db065a,1999,203,203,456.75
WB-G-GS,Wisharts Bravo,13,E,SIDE,Bravo,Bravo,ea5e0d65-4796-4d1d-8081-338ca30e7fdf,104,MM.104,aaad9070-e35e-41e4-aa2d-5955c6db065a,2017,156,156,351
WB-G-GS,Wisharts Gala,13,E,SIDE,Galaval,Royal Gala,e54d8970-cb51-4768-8395-f2c4eeabb057,104,MM.104,aaad9070-e35e-41e4-aa2d-5955c6db065a,2016,47,47,105.75
WB-G-GS,Wisharts Bravo,14,,PORTION,Bravo,Bravo,ea5e0d65-4796-4d1d-8081-338ca30e7fdf,104,MM.104,aaad9070-e35e-41e4-aa2d-5955c6db065a,2017,312,156,702
WB-G-GS,Wisharts Gala,14,,PORTION,Galaval,Royal Gala,e54d8970-cb51-4768-8395-f2c4eeabb057,104,MM.104,aaad9070-e35e-41e4-aa2d-5955c6db065a,2016,94,47,211.5
WB-G-GS,Wisharts Bravo,15,,PORTION,Bravo,Bravo,ea5e0d65-4796-4d1d-8081-338ca30e7fdf,104,MM.104,aaad9070-e35e-41e4-aa2d-5955c6db065a,2017,312,156,702
WB-G-GS,Wisharts Gala,15,,PORTION,Galaval,Royal Gala,e54d8970-cb51-4768-8395-f2c4eeabb057,104,MM.104,aaad9070-e35e-41e4-aa2d-5955c6db065a,2016,94,47,211.5
WB-G-GS,Wisharts Bravo,16,,PORTION,Bravo,Bravo,ea5e0d65-4796-4d1d-8081-338ca30e7fdf,104,MM.104,aaad9070-e35e-41e4-aa2d-5955c6db065a,2017,312,156,702
WB-G-GS,Wisharts Gala,16,,PORTION,Galaval,Royal Gala,e54d8970-cb51-4768-8395-f2c4eeabb057,104,MM.104,aaad9070-e35e-41e4-aa2d-5955c6db065a,2016,94,47,211.5
WB-G-GS,Wisharts Bravo,17,W,SIDE,Bravo,Bravo,ea5e0d65-4796-4d1d-8081-338ca30e7fdf,104,MM.104,aaad9070-e35e-41e4-aa2d-5955c6db065a,2017,156,156,351
WB-G-GS,Wisharts Gala,17,W,SIDE,Galaval,Royal Gala,e54d8970-cb51-4768-8395-f2c4eeabb057,104,MM.104,aaad9070-e35e-41e4-aa2d-5955c6db065a,2016,47,47,105.75
WB-G-GS,Wisharts Granny Smith,17,E,SIDE,G/S,Granny Smith,c12ba571-815f-4c41-afae-57d07475c392,104,MM.104,aaad9070-e35e-41e4-aa2d-5955c6db065a,1999,203,203,456.75
WB-G-GS,Wisharts Granny Smith,18,,PORTION,G/S,Granny Smith,c12ba571-815f-4c41-afae-57d07475c392,104,MM.104,aaad9070-e35e-41e4-aa2d-5955c6db065a,1999,149,74.5,335.25
WB-G-GS,Wisharts Bravo,19,,PORTION,Bravo,Bravo,ea5e0d65-4796-4d1d-8081-338ca30e7fdf,104,MM.104,aaad9070-e35e-41e4-aa2d-5955c6db065a,2017,138,68.8,309.6
WIS PL/GS,Wisharts Pink Lady,1,,PORTION,P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,104,MM.104,aaad9070-e35e-41e4-aa2d-5955c6db065a,2002,95,205.5,1048.05
WIS PL/GS,Wisharts Pink Lady,2,,PORTION,P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,104,MM.104,aaad9070-e35e-41e4-aa2d-5955c6db065a,2002,93,205.5,1048.05
WIS PL/GS,Wisharts Pink Lady,3,,PORTION,P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,104,MM.104,aaad9070-e35e-41e4-aa2d-5955c6db065a,2002,88,205.5,1048.05
WIS PL/GS,Wisharts Pink Lady,4,,PORTION,P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,104,MM.104,aaad9070-e35e-41e4-aa2d-5955c6db065a,2002,20,41,209.1
WIS PL/GS,Wisharts Pink Lady,4,,PORTION,G/S,Granny Smith,c12ba571-815f-4c41-afae-57d07475c392,104,MM.104,aaad9070-e35e-41e4-aa2d-5955c6db065a,2002,83,163.5,833.85
WIS PL/GS,Wisharts Pink Lady,5,,PORTION,P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,104,MM.104,aaad9070-e35e-41e4-aa2d-5955c6db065a,2002,86,204.5,1042.95
WIS PL/GS,Wisharts Pink Lady,6,,PORTION,P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,104,MM.104,aaad9070-e35e-41e4-aa2d-5955c6db065a,2002,85,204.5,1042.95
WIS PL/GS,Wisharts Pink Lady,7,,PORTION,P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,104,MM.104,aaad9070-e35e-41e4-aa2d-5955c6db065a,2002,83,204.5,1042.95
WIS PL/GS,Wisharts Pink Lady,8,,PORTION,P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,104,MM.104,aaad9070-e35e-41e4-aa2d-5955c6db065a,2002,84,204.5,1042.95
WIS PL/GS,Wisharts Granny Smith,9,,PORTION,G/S,Granny Smith,c12ba571-815f-4c41-afae-57d07475c392,104,MM.104,aaad9070-e35e-41e4-aa2d-5955c6db065a,2002,102,204.5,1042.95
WIS PL/GS,Wisharts Pink Lady,10,,PORTION,P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,104,MM.104,aaad9070-e35e-41e4-aa2d-5955c6db065a,2002,86,204.5,1042.95
WIS PL/GS,Wisharts Pink Lady,11,,PORTION,P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,104,MM.104,aaad9070-e35e-41e4-aa2d-5955c6db065a,2002,86,204.5,1042.95
WIS PL/GS,Wisharts Pink Lady,12,,PORTION,P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,104,MM.104,aaad9070-e35e-41e4-aa2d-5955c6db065a,2002,87,204.5,1042.95
WIS PL/GS,Wisharts Pink Lady,13,,PORTION,P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,104,MM.104,aaad9070-e35e-41e4-aa2d-5955c6db065a,2002,88,204.5,1042.95
WIS PL/GS,Wisharts Pink Lady,14,,PORTION,P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,104,MM.104,aaad9070-e35e-41e4-aa2d-5955c6db065a,2002,86,204.5,1042.95
WIS PL/GS,Wisharts Granny Smith,15,,PORTION,G/S,Granny Smith,c12ba571-815f-4c41-afae-57d07475c392,104,MM.104,aaad9070-e35e-41e4-aa2d-5955c6db065a,2002,104,204.5,1042.95
WIS PL/GS,Wisharts Pink Lady,16,,PORTION,P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,104,MM.104,aaad9070-e35e-41e4-aa2d-5955c6db065a,2002,85,204.5,1042.95
WIS PL/GS,Wisharts Pink Lady,17,,PORTION,P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,104,MM.104,aaad9070-e35e-41e4-aa2d-5955c6db065a,2002,84,204.5,1042.95
WIS PL/GS,Wisharts Pink Lady,18,,PORTION,P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,104,MM.104,aaad9070-e35e-41e4-aa2d-5955c6db065a,2002,87,204.5,1042.95
WIS PL/GS,Wisharts Pink Lady,19,,PORTION,P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,104,MM.104,aaad9070-e35e-41e4-aa2d-5955c6db065a,2002,81,204.5,1042.95
